Nightly_Rate,Arrival_Rate,Room_Type_encoded,Purchased_Room_Type_encoded
449.0,449.0,2,2
409.0,449.0,0,2
360.0,567.0,3,0
329.0,399.0,0,0
429.0,469.0,0,0
299.0,299.0,0,2
389.0,289.0,0,3
309.0,309.0,0,2
270.0,270.0,1,0
399.0,369.0,1,2
399.0,359.0,1,0
339.0,549.0,3,0
329.0,349.0,1,0
289.0,319.0,2,0
329.0,529.0,3,1
429.0,429.0,0,0
379.0,549.0,3,0
329.0,299.0,0,2
259.0,609.0,3,2
359.0,359.0,0,2
449.0,629.0,3,2
279.0,459.0,3,0
459.0,499.0,0,2
379.0,379.0,0,0
299.0,339.0,0,2
279.0,279.0,0,0
439.0,409.0,1,0
366.5,319.0,1,2
359.0,359.0,1,2
349.0,419.0,3,2
299.0,609.0,3,3
256.75,469.0,0,0
289.0,289.0,2,2
379.0,379.0,2,0
449.0,429.0,1,0
379.0,379.0,2,0
399.0,429.0,0,2
359.0,459.0,1,0
309.0,499.0,3,0
339.0,339.0,0,2
469.0,529.0,3,0
369.0,469.0,3,0
309.0,309.0,1,0
399.0,429.0,0,0
399.0,429.0,0,1
349.0,419.0,3,2
269.0,269.0,2,0
324.0,297.0,0,2
279.0,309.0,0,0
360.0,450.0,3,2
329.0,359.0,0,0
399.0,399.0,2,2
469.0,439.0,1,0
359.0,529.0,3,0
289.0,329.0,0,1
289.0,289.0,0,0
379.0,379.0,2,0
519.0,349.0,2,3
379.0,549.0,3,1
270.0,297.0,2,0
299.0,429.0,1,0
449.0,449.0,1,0
324.0,324.0,1,0
323.0,323.0,2,2
319.0,319.0,1,0
429.0,429.0,0,2
289.0,349.0,0,0
459.0,359.0,0,3
439.0,439.0,0,0
399.0,399.0,0,0
359.0,329.0,0,1
359.0,529.0,3,1
399.0,359.0,2,0
289.0,269.0,1,2
399.0,429.0,2,0
389.0,379.0,2,1
299.0,449.0,2,2
399.0,359.0,0,0
399.0,509.0,3,2
369.0,369.0,3,3
159.0,289.0,0,0
359.0,359.0,2,2
289.0,359.0,3,0
449.0,359.0,1,3
399.0,399.0,2,2
339.0,469.0,3,0
429.0,609.0,3,0
399.0,369.0,0,1
387.0,360.0,0,2
269.0,469.0,3,0
297.0,297.0,1,2
299.0,339.0,3,0
339.0,309.0,1,0
469.0,629.0,3,0
489.0,289.0,0,3
399.0,599.0,3,0
99.0,329.0,2,2
349.0,349.0,1,2
329.0,399.0,3,2
299.0,329.0,2,1
270.0,270.0,0,2
297.0,324.0,1,0
270.0,270.0,2,0
449.0,449.0,2,2
279.0,379.0,3,1
324.0,387.0,3,2
509.0,509.0,3,3
359.0,429.0,3,0
379.0,379.0,2,0
399.0,399.0,2,2
399.0,439.0,0,2
529.0,429.0,3,3
469.0,429.0,0,0
405.0,405.0,2,2
379.0,359.0,2,0
339.0,299.0,2,0
357.75,270.0,2,0
429.0,559.0,3,0
299.0,299.0,0,0
289.0,279.0,2,2
399.0,399.0,0,0
405.0,405.0,2,0
297.0,324.0,2,1
339.0,339.0,0,0
499.0,569.0,3,0
409.0,379.0,0,0
269.0,339.0,0,2
439.0,499.0,3,0
404.0,409.0,0,1
549.0,379.0,0,3
429.0,429.0,2,0
339.0,299.0,2,0
399.0,369.0,0,0
399.0,399.0,2,0
387.0,423.0,0,0
459.0,639.0,3,0
319.0,359.0,0,0
299.0,399.0,3,0
429.0,429.0,2,2
409.0,409.0,2,0
369.0,429.0,1,3
399.0,629.0,3,0
289.0,289.0,2,1
297.0,297.0,1,2
299.0,369.0,3,2
243.0,333.0,3,0
399.0,609.0,3,1
369.0,299.0,1,0
309.0,349.0,0,0
399.0,509.0,3,2
159.0,299.0,1,0
399.0,329.0,0,0
399.0,399.0,1,2
499.0,669.0,3,0
329.0,439.0,3,2
299.0,299.0,2,2
297.0,387.0,3,0
299.0,429.0,1,3
359.0,429.0,3,1
499.0,669.0,3,0
259.0,399.0,2,3
270.0,360.0,3,1
369.0,299.0,1,3
289.0,289.0,0,0
499.0,669.0,3,0
429.0,399.0,2,3
509.0,289.0,2,3
429.0,429.0,2,1
449.0,449.0,2,2
299.0,419.0,0,2
299.0,449.0,0,2
399.0,359.0,1,0
329.0,329.0,1,2
329.0,329.0,0,2
289.0,289.0,1,0
369.0,369.0,0,2
289.0,319.0,2,0
399.0,499.0,3,0
399.0,469.0,0,0
339.0,289.0,0,0
389.0,489.0,3,3
329.0,289.0,1,0
419.0,389.0,0,0
429.0,429.0,2,2
319.0,289.0,0,0
399.0,599.0,3,0
319.0,319.0,0,0
329.0,499.0,3,0
429.0,429.0,0,0
279.0,259.0,0,0
439.0,439.0,0,1
216.0,243.0,0,0
309.0,489.0,3,2
289.0,289.0,2,0
389.0,459.0,3,1
399.0,599.0,3,0
279.0,299.0,2,1
399.0,399.0,0,0
429.0,429.0,0,0
389.0,419.0,0,2
216.0,243.0,2,0
297.0,477.0,3,2
270.0,297.0,1,1
229.0,559.0,3,0
429.0,399.0,2,0
329.0,399.0,2,0
324.0,297.0,0,2
299.0,299.0,2,0
309.0,389.0,3,0
339.0,299.0,0,0
292.33,289.0,1,0
579.0,439.0,0,3
329.0,329.0,0,0
297.0,297.0,0,2
359.0,329.0,1,0
225.0,629.0,3,2
399.0,399.0,2,2
333.0,360.0,3,0
269.0,269.0,1,0
289.0,329.0,0,0
439.0,439.0,0,0
289.0,329.0,0,0
509.0,399.0,1,3
299.0,469.0,3,0
399.0,399.0,0,0
429.0,359.0,0,3
369.0,269.0,2,0
339.0,299.0,2,0
399.0,399.0,3,3
399.0,429.0,0,2
369.0,299.0,2,3
549.0,409.0,0,3
462.0,409.0,2,3
369.0,299.0,1,0
261.0,333.0,3,2
299.0,279.0,0,0
399.0,609.0,3,0
289.0,469.0,3,0
439.0,439.0,0,0
369.0,329.0,2,0
359.0,329.0,1,1
319.0,249.0,0,0
449.0,449.0,1,0
429.0,429.0,0,0
499.0,669.0,3,0
289.0,369.0,3,2
429.0,559.0,3,0
329.0,349.0,2,0
609.0,399.0,2,3
387.0,387.0,2,2
243.0,270.0,2,0
359.0,359.0,1,1
261.0,261.0,0,2
329.0,359.0,0,1
369.0,399.0,2,0
399.0,399.0,2,0
579.0,409.0,2,3
309.0,289.0,0,2
425.0,339.0,0,3
329.0,329.0,0,0
259.0,289.0,2,2
216.75,279.0,1,2
399.0,439.0,0,2
334.0,299.0,0,2
259.0,329.0,0,2
359.0,529.0,3,1
329.0,359.0,1,0
449.0,449.0,3,0
559.0,359.0,0,3
319.0,329.0,2,0
289.0,289.0,2,0
299.0,299.0,0,0
239.0,269.0,1,0
339.0,339.0,1,0
329.0,459.0,3,0
396.0,360.0,0,2
429.0,429.0,2,0
359.0,389.0,3,0
299.0,329.0,0,0
259.0,259.0,0,0
399.0,439.0,0,0
324.0,324.0,2,2
429.0,429.0,0,0
359.0,359.0,2,0
479.0,379.0,0,3
409.0,379.0,0,0
269.0,439.0,3,0
319.0,319.0,0,0
297.0,360.0,0,0
399.0,449.0,2,3
329.0,329.0,2,2
329.0,329.0,0,0
299.0,299.0,0,0
469.0,469.0,0,0
319.0,329.0,2,0
289.0,469.0,3,0
324.0,477.0,3,2
299.0,339.0,0,0
333.0,270.0,0,3
269.0,369.0,3,0
429.0,429.0,2,2
339.0,339.0,0,0
339.0,339.0,0,0
329.0,329.0,1,1
399.0,399.0,2,2
289.0,269.0,0,2
399.0,399.0,0,0
429.0,429.0,0,0
369.0,329.0,2,0
419.0,419.0,3,3
269.0,299.0,0,0
299.0,339.0,0,2
349.0,349.0,1,0
499.0,669.0,3,0
439.0,409.0,2,0
399.0,359.0,2,0
379.0,379.0,2,2
379.0,409.0,0,2
299.0,349.0,1,0
360.0,360.0,1,0
360.0,387.0,1,0
269.0,289.0,2,1
405.0,378.0,0,0
479.0,379.0,3,3
329.0,359.0,1,1
349.0,329.0,0,2
299.0,369.0,3,2
429.0,659.0,3,0
329.0,299.0,0,2
329.0,429.0,3,1
439.0,399.0,2,0
299.0,299.0,0,1
299.0,299.0,0,0
429.0,429.0,2,2
339.0,539.0,3,0
429.0,529.0,3,0
289.0,289.0,0,0
339.0,499.0,3,0
399.0,609.0,3,0
629.0,529.0,3,3
399.0,399.0,3,3
529.0,359.0,0,3
289.0,299.0,1,2
261.0,261.0,0,2
529.0,399.0,2,3
269.0,299.0,0,2
289.0,289.0,1,2
429.0,429.0,0,2
270.0,297.0,2,0
329.0,329.0,2,2
379.0,429.0,0,0
529.0,439.0,2,3
324.0,360.0,0,2
379.0,399.0,2,0
360.0,387.0,2,0
299.0,369.0,3,0
429.0,429.0,0,0
429.0,469.0,0,2
469.0,459.0,2,3
379.0,409.0,0,1
379.0,449.0,3,0
299.0,399.0,3,1
409.0,409.0,2,2
339.0,519.0,3,0
429.0,429.0,2,0
339.0,339.0,1,2
366.5,319.0,0,2
216.75,309.0,0,2
289.0,289.0,0,0
409.0,549.0,3,0
299.0,439.0,3,0
289.0,329.0,0,0
449.0,449.0,2,2
329.0,359.0,2,0
359.0,359.0,1,0
315.0,315.0,1,0
299.0,369.0,0,0
319.0,319.0,2,2
429.0,609.0,3,0
329.0,399.0,3,0
399.0,359.0,2,0
399.0,399.0,2,2
439.0,439.0,0,0
359.0,359.0,2,2
429.0,429.0,2,2
297.0,297.0,2,0
399.0,399.0,2,0
329.0,429.0,0,0
349.0,299.0,1,2
359.0,359.0,1,2
409.0,459.0,2,0
405.0,405.0,2,0
299.0,369.0,3,0
359.0,459.0,2,0
349.0,349.0,2,0
399.0,429.0,0,2
297.0,297.0,1,0
279.0,339.0,0,0
349.0,299.0,0,2
299.0,299.0,2,2
489.0,449.0,2,0
449.0,449.0,2,2
387.0,387.0,2,2
259.0,629.0,3,2
529.0,429.0,1,3
289.0,269.0,0,0
259.0,459.0,3,2
459.0,459.0,2,0
399.0,439.0,0,2
289.0,289.0,0,0
299.0,299.0,2,0
399.0,359.0,1,0
399.0,609.0,3,2
349.0,449.0,3,3
429.0,459.0,2,0
429.0,459.0,0,2
349.0,409.0,0,0
399.0,399.0,2,2
297.0,297.0,2,2
319.0,319.0,1,0
309.0,349.0,0,2
449.0,549.0,3,0
359.0,389.0,0,2
359.0,529.0,3,0
429.0,389.0,0,3
339.0,469.0,3,0
379.0,379.0,2,2
459.0,559.0,3,2
299.0,299.0,0,0
289.0,289.0,0,0
429.0,399.0,2,0
289.0,359.0,3,0
270.0,333.0,0,0
579.0,449.0,0,3
399.0,509.0,3,0
349.0,379.0,2,3
297.0,297.0,2,0
309.0,309.0,0,0
269.0,289.0,2,0
396.0,360.0,0,2
299.0,429.0,2,0
269.0,269.0,1,0
499.0,669.0,3,0
329.0,399.0,0,1
429.0,429.0,0,0
359.0,359.0,2,2
622.33,399.0,2,3
429.0,429.0,2,0
479.0,299.0,0,0
429.0,399.0,2,0
389.0,559.0,3,1
349.0,419.0,0,3
399.0,609.0,3,1
360.0,567.0,3,0
439.0,479.0,3,0
399.0,429.0,2,0
289.0,289.0,1,0
399.0,429.0,0,2
289.0,269.0,0,0
529.0,429.0,2,3
319.0,319.0,2,0
319.0,319.0,2,0
449.0,449.0,0,0
269.0,269.0,2,0
399.0,399.0,1,0
270.0,270.0,1,0
299.0,299.0,0,0
499.0,499.0,3,3
409.0,409.0,2,0
319.0,499.0,3,0
359.0,359.0,2,1
469.0,289.0,2,3
429.0,609.0,3,0
429.0,429.0,0,2
329.0,329.0,2,0
309.0,309.0,2,0
329.0,359.0,2,1
399.0,399.0,2,2
359.0,359.0,2,2
409.0,379.0,1,0
349.0,379.0,1,0
409.0,449.0,3,0
299.0,379.0,3,0
439.0,499.0,3,0
399.0,399.0,0,0
419.0,359.0,0,0
299.0,399.0,3,0
289.0,459.0,3,0
329.0,329.0,0,0
269.0,269.0,2,2
256.75,529.0,3,0
289.0,369.0,3,2
369.0,329.0,0,0
429.0,429.0,2,0
429.0,429.0,2,1
429.0,529.0,3,1
299.0,299.0,0,0
409.0,409.0,2,0
329.0,329.0,2,0
309.0,309.0,2,0
549.0,449.0,3,3
469.0,429.0,0,0
324.0,324.0,0,2
399.0,399.0,0,0
423.0,423.0,0,0
329.0,329.0,2,0
309.0,309.0,0,0
299.0,299.0,2,0
429.0,509.0,3,0
289.0,289.0,2,0
399.0,429.0,2,0
329.0,329.0,1,0
389.0,389.0,2,2
229.0,229.0,0,0
270.0,333.0,3,2
369.0,329.0,2,0
469.0,429.0,1,0
329.0,359.0,2,0
469.0,529.0,3,0
459.0,349.0,0,3
366.5,519.0,3,2
399.0,399.0,0,0
329.0,369.0,0,0
439.0,399.0,0,0
324.0,297.0,1,2
299.0,299.0,0,2
359.0,329.0,0,0
629.0,629.0,3,3
199.0,349.0,0,3
359.0,359.0,2,0
379.0,349.0,0,0
399.0,399.0,2,2
269.0,329.0,0,1
399.0,359.0,1,0
329.0,299.0,0,0
429.0,509.0,3,0
360.0,333.0,0,0
369.0,539.0,3,2
439.0,439.0,1,1
399.0,399.0,1,0
379.0,549.0,3,0
299.0,369.0,3,2
379.0,379.0,2,0
379.0,349.0,0,0
399.0,439.0,2,0
429.0,399.0,1,0
449.0,449.0,2,2
469.0,429.0,2,0
409.0,379.0,1,0
297.0,270.0,1,0
499.0,499.0,3,3
329.0,399.0,3,0
309.0,379.0,3,0
319.0,489.0,3,0
360.0,333.0,0,2
359.0,429.0,3,0
269.0,299.0,2,1
270.0,333.0,3,0
489.0,469.0,3,2
359.0,359.0,1,2
399.0,399.0,1,0
270.0,297.0,0,0
399.0,399.0,2,2
409.0,519.0,3,1
529.0,399.0,0,3
351.0,351.0,0,0
289.0,319.0,0,0
399.0,399.0,2,0
329.0,329.0,0,0
405.0,432.0,0,0
299.0,329.0,0,1
359.0,399.0,0,0
439.0,439.0,2,1
329.0,319.0,2,0
319.0,319.0,2,0
333.0,270.0,1,0
489.0,489.0,0,0
269.0,269.0,1,1
519.0,349.0,0,3
489.0,649.0,3,0
429.0,629.0,3,2
269.0,329.0,0,1
289.0,289.0,2,2
329.0,299.0,0,2
359.0,399.0,0,2
399.0,399.0,0,0
339.0,329.0,2,0
369.0,429.0,2,2
360.0,387.0,0,1
399.0,439.0,0,0
439.0,399.0,2,0
399.0,439.0,0,1
269.0,269.0,1,0
299.0,399.0,1,2
399.0,609.0,3,2
399.0,399.0,0,2
399.0,359.0,1,0
289.0,329.0,0,0
299.0,299.0,1,2
259.0,429.0,0,2
399.0,399.0,2,2
269.0,269.0,2,0
299.0,299.0,2,2
469.0,429.0,2,0
299.0,329.0,2,0
439.0,399.0,1,0
369.0,629.0,3,3
399.0,359.0,0,0
329.0,329.0,1,1
399.0,399.0,2,2
459.0,459.0,2,0
399.0,399.0,2,0
261.0,261.0,0,2
349.0,349.0,1,2
399.0,399.0,0,0
399.0,429.0,0,1
216.0,216.0,0,0
259.0,259.0,2,2
269.0,269.0,2,1
409.0,379.0,2,0
399.0,599.0,3,0
469.0,629.0,3,0
469.0,529.0,3,0
299.0,469.0,3,0
469.0,659.0,3,2
299.0,299.0,2,0
499.0,499.0,0,0
329.0,329.0,1,0
319.0,289.0,1,2
399.0,359.0,0,0
429.0,429.0,3,3
429.0,389.0,2,3
289.0,289.0,2,0
216.0,396.0,3,0
429.0,609.0,3,0
299.0,299.0,2,2
289.0,289.0,0,2
387.0,396.0,2,0
329.0,299.0,0,2
269.0,329.0,0,0
472.33,499.0,0,0
529.0,429.0,3,3
429.0,429.0,1,0
292.33,309.0,2,0
379.0,449.0,3,3
419.0,379.0,0,3
225.0,399.0,0,2
449.0,649.0,3,0
269.0,339.0,0,1
389.0,389.0,0,1
299.0,369.0,3,0
399.0,359.0,2,0
359.0,359.0,2,0
399.0,399.0,2,2
366.5,349.0,0,2
549.0,499.0,3,3
429.0,529.0,3,0
359.0,429.0,3,0
270.0,270.0,0,0
429.0,499.0,0,2
405.0,432.0,0,2
359.0,389.0,0,2
359.0,359.0,2,0
399.0,609.0,3,2
269.0,269.0,0,0
479.0,299.0,2,0
289.0,329.0,0,2
429.0,469.0,0,0
289.0,389.0,3,0
499.0,399.0,2,3
279.0,249.0,1,0
339.0,369.0,0,0
489.0,489.0,0,0
429.0,429.0,2,2
349.0,359.0,2,2
399.0,429.0,0,0
399.0,539.0,3,0
289.0,289.0,0,0
529.0,629.0,3,3
389.0,559.0,3,2
499.0,669.0,3,0
369.0,299.0,0,3
299.0,429.0,2,0
379.0,449.0,3,0
669.0,669.0,3,3
309.0,309.0,2,2
549.0,379.0,2,3
429.0,439.0,2,0
329.0,319.0,0,0
379.0,379.0,1,0
449.0,479.0,0,2
289.0,329.0,2,0
299.0,299.0,2,0
387.0,387.0,0,0
309.0,309.0,2,0
489.0,539.0,3,0
333.0,423.0,3,3
369.0,299.0,2,3
329.0,329.0,0,0
333.0,297.0,2,0
539.0,489.0,0,3
399.0,469.0,0,0
289.0,289.0,0,0
329.0,329.0,1,1
459.0,429.0,2,0
429.0,429.0,1,0
469.0,629.0,3,0
299.0,469.0,3,2
261.0,261.0,2,2
279.0,279.0,1,0
399.0,399.0,2,2
299.0,399.0,3,0
339.0,309.0,1,0
419.0,389.0,2,0
269.0,269.0,2,0
399.0,399.0,2,2
369.0,369.0,0,0
449.0,449.0,1,0
549.0,379.0,2,3
389.0,389.0,2,1
399.0,599.0,3,1
359.0,469.0,2,0
324.0,324.0,2,2
399.0,429.0,0,2
379.0,609.0,3,0
599.0,369.0,1,3
399.0,599.0,3,2
309.0,309.0,0,2
439.0,439.0,0,0
159.0,389.0,3,0
299.0,339.0,0,0
216.0,396.0,3,0
399.0,509.0,3,0
269.0,369.0,3,0
299.0,329.0,1,0
459.0,459.0,0,0
333.0,270.0,0,3
329.0,329.0,2,2
297.0,297.0,1,0
389.0,289.0,0,3
439.0,499.0,3,0
429.0,429.0,2,2
369.0,329.0,2,0
469.0,429.0,2,0
299.0,299.0,1,0
319.0,289.0,0,0
299.0,299.0,2,0
329.0,329.0,0,0
269.0,469.0,3,1
399.0,399.0,0,0
469.0,299.0,1,3
469.0,299.0,1,3
319.0,319.0,2,0
329.0,329.0,2,2
333.0,423.0,3,3
219.0,329.0,1,2
299.0,299.0,2,2
389.0,429.0,0,2
279.0,279.0,1,0
429.0,629.0,3,0
469.0,429.0,1,0
299.0,339.0,0,0
399.0,629.0,3,0
489.0,329.0,0,2
309.0,609.0,3,2
299.0,299.0,2,2
299.0,299.0,2,0
489.0,649.0,3,0
469.0,569.0,3,2
269.0,289.0,1,1
297.0,360.0,0,0
359.0,359.0,0,2
324.0,324.0,2,2
429.0,429.0,2,1
359.0,359.0,2,0
360.0,396.0,2,0
419.0,359.0,1,0
324.0,360.0,0,2
261.0,261.0,2,2
369.0,399.0,2,0
379.0,549.0,3,2
269.0,369.0,3,1
399.0,399.0,2,2
299.0,299.0,1,0
289.0,289.0,2,2
229.0,229.0,0,1
389.0,389.0,1,0
439.0,599.0,3,0
459.0,539.0,3,0
399.0,369.0,1,0
529.0,439.0,2,3
439.0,599.0,3,0
399.0,599.0,3,0
429.0,609.0,3,0
289.0,329.0,0,2
409.0,409.0,0,0
329.0,349.0,0,0
509.0,289.0,2,3
529.0,469.0,0,3
339.0,469.0,3,0
319.0,319.0,2,2
489.0,349.0,3,2
489.0,449.0,1,0
369.0,369.0,0,0
429.0,429.0,0,2
429.0,429.0,0,0
289.0,359.0,0,0
319.0,299.0,0,0
429.0,529.0,3,2
329.0,299.0,0,2
329.0,329.0,0,2
429.0,429.0,1,0
289.0,469.0,3,0
439.0,599.0,3,0
379.0,379.0,2,1
299.0,299.0,0,2
429.0,429.0,0,0
289.0,469.0,3,2
529.0,429.0,1,3
349.0,519.0,3,2
429.0,429.0,1,0
299.0,299.0,2,0
387.0,387.0,0,2
229.0,329.0,3,0
384.0,269.0,2,0
399.0,399.0,1,0
333.0,243.0,0,3
369.0,369.0,0,0
405.0,522.0,3,0
399.0,439.0,2,0
489.0,289.0,1,2
649.0,548.0,3,3
329.0,329.0,1,1
459.0,499.0,0,1
299.0,479.0,3,2
369.0,329.0,0,0
349.0,329.0,0,2
324.0,360.0,0,0
429.0,469.0,0,0
399.0,399.0,0,0
429.0,629.0,3,0
333.0,270.0,0,0
359.0,359.0,2,0
399.0,399.0,2,2
389.0,459.0,3,0
404.0,449.0,3,2
389.0,389.0,2,2
449.0,449.0,2,0
479.0,269.0,0,3
299.0,399.0,2,3
339.0,339.0,0,0
299.0,299.0,0,0
399.0,279.0,0,2
399.0,439.0,0,0
329.0,299.0,0,2
429.0,429.0,0,0
469.0,469.0,0,0
379.0,379.0,2,2
299.0,429.0,1,0
329.0,329.0,1,0
319.0,289.0,1,0
329.0,329.0,0,0
399.0,449.0,1,2
429.0,429.0,2,0
289.0,289.0,2,0
469.0,299.0,0,3
369.0,399.0,3,0
439.0,639.0,3,1
239.0,299.0,0,0
389.0,389.0,2,2
399.0,399.0,2,2
329.0,499.0,3,2
329.0,329.0,1,2
429.0,629.0,3,2
270.0,270.0,0,0
333.0,540.0,3,0
379.0,449.0,3,1
449.0,539.0,3,0
469.0,529.0,3,0
329.0,329.0,0,2
361.5,361.5,0,0
299.0,299.0,0,2
339.0,539.0,3,3
329.0,499.0,3,0
269.0,339.0,0,2
459.0,459.0,0,0
429.0,429.0,2,0
219.0,399.0,3,2
405.0,405.0,2,0
299.0,299.0,1,1
469.0,339.0,0,0
385.66,359.0,2,2
319.0,299.0,0,0
359.0,359.0,0,2
319.0,289.0,1,0
499.0,499.0,0,0
299.0,299.0,0,0
405.0,612.0,3,0
289.0,379.0,1,0
329.0,329.0,2,2
329.0,329.0,0,2
309.0,509.0,3,0
299.0,369.0,3,0
409.0,459.0,3,0
399.0,609.0,3,0
469.0,499.0,0,2
429.0,529.0,3,0
579.0,449.0,2,3
399.0,339.0,0,2
359.0,319.0,1,0
399.0,399.0,3,3
243.0,306.0,0,0
159.0,369.0,0,0
379.0,359.0,0,2
469.0,629.0,3,0
399.0,399.0,2,2
360.0,387.0,1,0
405.0,405.0,1,0
419.0,359.0,1,0
399.0,399.0,0,0
269.0,299.0,2,1
243.0,243.0,0,0
329.0,359.0,2,1
499.0,499.0,0,0
409.0,439.0,0,2
299.0,339.0,0,0
359.0,329.0,1,0
379.0,409.0,0,0
399.0,439.0,0,0
339.0,339.0,0,0
319.0,319.0,2,2
399.0,599.0,3,0
329.0,329.0,0,1
329.0,329.0,2,2
299.0,299.0,0,0
399.0,399.0,0,0
359.0,359.0,1,2
519.0,519.0,0,0
299.0,429.0,2,0
369.0,299.0,0,0
329.0,399.0,3,2
349.0,319.0,0,2
429.0,469.0,0,0
299.0,369.0,3,2
359.0,389.0,0,0
425.0,425.0,3,3
289.0,459.0,3,0
324.0,387.0,3,2
309.0,309.0,2,0
297.0,297.0,2,2
299.0,299.0,2,0
439.0,499.0,3,0
369.0,329.0,0,0
299.0,299.0,0,0
289.0,499.0,3,0
349.0,469.0,3,2
329.0,399.0,0,1
389.0,319.0,0,3
299.0,479.0,3,0
243.0,297.0,0,1
429.0,399.0,2,0
289.0,289.0,0,2
469.0,469.0,1,1
324.0,477.0,3,2
359.0,559.0,3,1
299.0,299.0,1,0
309.0,489.0,3,2
409.0,479.0,3,0
269.0,329.0,0,0
289.0,289.0,0,0
289.0,389.0,3,0
289.0,289.0,2,0
329.0,329.0,2,2
405.0,405.0,2,0
429.0,439.0,2,0
389.0,359.0,0,0
469.0,469.0,0,0
469.0,429.0,2,0
359.0,359.0,1,2
269.0,269.0,2,0
299.0,579.0,3,2
299.0,299.0,0,1
399.0,399.0,0,0
289.0,289.0,2,2
359.0,359.0,0,0
359.0,359.0,0,1
509.0,289.0,0,3
289.0,359.0,3,2
359.0,359.0,2,2
439.0,439.0,2,1
379.0,349.0,0,2
529.0,529.0,3,3
329.0,299.0,0,2
329.0,499.0,3,2
429.0,529.0,3,2
299.0,269.0,0,0
499.0,499.0,3,3
339.0,409.0,3,0
324.0,324.0,1,2
429.0,429.0,1,1
299.0,469.0,3,2
339.0,319.0,2,0
429.0,559.0,3,0
359.0,329.0,0,0
449.0,579.0,3,0
449.0,679.0,3,0
259.0,259.0,2,2
389.0,449.0,2,2
324.0,297.0,0,2
359.0,529.0,3,0
399.0,469.0,0,0
429.0,629.0,3,0
299.0,339.0,3,0
309.0,309.0,2,0
239.0,339.0,3,0
297.0,360.0,3,2
399.0,359.0,2,0
289.0,329.0,0,0
549.0,379.0,1,3
499.0,499.0,0,0
439.0,579.0,3,0
379.0,379.0,2,3
399.0,439.0,2,0
549.0,549.0,3,3
369.0,299.0,1,0
439.0,409.0,1,0
379.0,349.0,0,0
359.0,359.0,1,0
329.0,359.0,1,0
429.0,399.0,2,0
399.0,399.0,0,0
399.0,329.0,0,0
379.0,349.0,0,2
399.0,429.0,0,2
359.0,359.0,3,3
549.0,409.0,0,3
339.0,339.0,0,0
259.0,509.0,3,2
333.0,306.0,0,3
399.0,429.0,3,0
399.0,329.0,0,0
360.0,333.0,1,2
329.0,369.0,0,2
289.0,359.0,3,2
329.0,399.0,3,0
329.0,329.0,2,0
399.0,399.0,2,2
299.0,369.0,3,2
259.0,299.0,0,0
269.0,299.0,0,0
399.0,609.0,3,0
379.0,509.0,3,0
299.0,499.0,0,3
269.0,329.0,0,1
469.0,429.0,0,0
419.0,459.0,3,0
379.0,659.0,3,0
399.0,399.0,2,0
399.0,399.0,2,2
225.0,269.0,1,2
349.0,519.0,3,2
429.0,429.0,1,0
289.0,279.0,0,2
369.0,409.0,0,0
399.0,399.0,2,1
299.0,299.0,1,2
399.0,329.0,0,0
319.0,319.0,0,0
329.0,329.0,2,2
329.0,529.0,3,0
399.0,399.0,2,2
429.0,529.0,3,2
349.0,349.0,2,0
329.0,399.0,3,0
159.0,329.0,2,0
289.0,359.0,3,2
389.0,419.0,0,2
399.0,429.0,1,3
269.0,339.0,0,0
289.0,289.0,0,0
369.0,369.0,2,0
297.0,297.0,2,2
270.0,297.0,1,0
389.0,389.0,2,2
399.0,609.0,3,0
399.0,429.0,2,0
299.0,299.0,0,0
429.0,429.0,2,0
256.75,256.75,0,0
389.0,459.0,3,2
425.66,425.66,0,0
469.0,629.0,3,0
299.0,299.0,2,2
99.0,309.0,0,2
549.0,449.0,3,3
399.0,499.0,3,1
329.0,499.0,3,0
379.0,409.0,0,2
289.0,469.0,3,2
459.0,429.0,0,0
529.0,329.0,1,3
379.0,409.0,0,2
429.0,459.0,2,0
405.0,405.0,1,0
459.0,459.0,0,0
309.0,349.0,0,0
349.0,319.0,1,2
324.0,360.0,0,2
369.0,369.0,0,0
423.0,477.0,3,0
389.0,289.0,1,3
329.0,329.0,2,2
299.0,339.0,0,1
479.0,299.0,2,0
360.0,396.0,2,0
289.0,289.0,2,2
329.0,289.0,2,0
429.0,609.0,3,2
365.0,609.0,3,0
399.0,499.0,3,0
429.0,429.0,2,2
379.0,349.0,1,0
409.0,409.0,2,0
409.0,409.0,0,0
329.0,329.0,0,0
329.0,329.0,2,0
289.0,289.0,1,0
299.0,469.0,0,0
429.0,429.0,2,2
299.0,379.0,2,0
339.0,309.0,0,0
269.0,369.0,3,0
299.0,299.0,1,2
469.0,399.0,0,0
289.0,289.0,1,0
349.0,519.0,3,0
270.0,297.0,1,0
429.0,399.0,2,0
399.0,399.0,2,0
549.0,349.0,1,3
270.0,306.0,0,0
369.0,369.0,2,0
289.0,289.0,2,2
439.0,579.0,3,0
269.0,289.0,0,0
289.0,329.0,0,2
449.0,439.0,2,0
399.0,599.0,3,0
269.0,299.0,0,2
359.0,399.0,3,0
369.0,369.0,2,2
297.0,360.0,3,2
399.0,439.0,0,2
399.0,379.0,3,2
279.0,279.0,0,0
404.0,299.0,0,0
379.0,349.0,0,0
289.0,459.0,3,2
309.0,489.0,3,0
399.0,509.0,3,2
319.0,319.0,0,0
269.0,339.0,3,0
405.0,432.0,0,0
